review_text,usefull,unusefull,product_name,category,stars
"Удобрил, увидем весной ",0,0,Удобрение для сливы,Товары для сада и огорода,5
оригинальный свекольник,0,0,Брелки для домофона,Товары для дома,5
очень удобная в обращении.мне понравилась.,0,0,Отпариватель для одежды,Бытовая техника,5
"Приятные,милые тапочки ,ножки отдыхают,себе взяла розовые",0,0,Тапочки,Обувь,5
"Всё пришло во время. Претензий к товару нет. Брала на экзамен по вождению.  Правда, инспектор  переставлял флешку в другой адаптер, потому что почему то не открывалась.",0,0,Карта памяти microSD 8GB,Электроника,5
Потускнели втечении месяца,0,0,Женские серьги с подвеской,Ювелирные изделия,4
"Серьги пришли в пакете, застежка сломана все кривое, к носке не принадлежать, хотя можно было упаковать по аккуратнее.",0,0,Женские серьги с камнем,Ювелирные изделия,3
"не плохой, рабочий",0,0,Предтренировочный комплекс,Спортивное питание,5
Товар очень понравился! Рекомендую к покупке! Моет отлично! На окне держится плотно! Впрыскивать  работает . Очень прост в управлении с пульта.,0,0,Робот мойщик окон,Бытовая техника,5
Качество и цена радует. Рекомендую к покупке.,0,0,Водонепроницаемая экшн камера 4K,Электроника,5
Все нормально,0,0,Псиллиум шелуха,Здоровое питание,5
"Мишка милый, упакован супер коробка мешок, доставили на следующий день. На выходные с подарком 👍🏼.",1,0,Плюшевый мишка,Детские игрушки,5
"Заказ пришел быстро, всё отлично работает",0,0,Ультразвуковой увлажнитель воздуха,Бытовая техника,5
"вроде норм,хуже не стало,надо по анализам смотреть не просто так пить",0,1,Берберин,Здоровье и красота,5
Работают.,0,0,Карта доступа,Безопасность и охрана,5
"Беру третий раз , ок работает",0,0,Предтренировочный комплекс без кофеина,Спортивное питание,5
"Стильный, красивый. Отлично вписался в интерьер. В работе тихий и мощный. Доливать воду удобно из лейки. Легко менять фильтры. Важно что не только увлажняет, но и чистит от пыли. Очень довольна покупкой. Посмотрим как отработает сезон. ",8,2,Увлажнитель воздуха с ароматизатором,Бытовая техника,5
Пришёл без крышки и весь поцарапанный.Возврат.,0,0,Детский горшок,Товары для детей,1
"Отмывает окна хуже 188 Хобота, это если придираться. А в общем норм.",3,0,Робот для мойки окон,Бытовая техника,3
Препарат может быть использован в составе комплексной терапии синдрома хронической усталости.,2,0,Препарат для выносливости и энергии,Спортивное питание,3
"Хороший помощник для дома, только углы за ним протереть. Моет окна дома, и на даче и на работе, пока не устал)) ",0,0,Робот мойщик окон,Бытовая техника,5
"Покупала в подарок. Ребенок в восторге. Качество хорошее. Все ровном нитки не торчат, запаха нет.",0,0,Худи,Одежда,5
естественно никакими 4К в этой камере и не пахнет.  Качество видео как первые смартфоны. На любом современном самом бюджетном смартфоне качество съемки выше. Цена этой камеры не больше 400 руб. Детская игрушка,1,0,Водонепроницаемая экшн камера 4K,Электроника,1
"Пользуемся 4 дня. Полного бака хватает на 18-22 часа на максимально возможном уровне увлажнения на 2й скорости вентилятора. Тихий, в сравнении с ультразвуковым (мембранным) увлажнителем. В спальню не стали ставить, хоть и на минимальной скорости работы вентилятора практически не слышно как работает. Подключить к приложению нет возможности, без вай фая. Уровень влажности в комнате невозможно определить, так как нет никакого цифрового обозначения (дисплея или индикатора). Не критично для тех у кого есть отдельный термометр и гигрометр. Единственный вопрос где заказать сменный фильтры, которых хватают на 2-3 месяца?",1,0,Увлажнитель воздуха с ароматизатором,Товары для дома,5
Редкий чип МТ7601U. Драйверы в комплекте из прошлого века. Без головной боли только для MS Windows.,1,0,WiFi адаптер USB,Электроника,3
"Очень прикольный, малютка, но парИт хорошо, есть запасной фильтр, управление одной кнопкой, всё понятно.  Работает от аккумулятора, удобно ставить, где захочется.))",0,0,Увлажнитель воздуха,Бытовая техника,5
"Пришёл не рабочий, всё включается, к Алисе подключается, а не распыляет... Разобрал, оказался штекер не до конца подключен внутри, вставил и всё заработало! В целом хорошо работает, тихо)",1,1,Увлажнитель воздуха,Бытовая техника,4
горшок не удобный.,0,0,Детский горшок,Товары для детей,5
"Пил на последних 5-8 тренировках, могу сравнить эффект с BiotechUSA Super Nova — не в пользу QNT. К сожалению, двух черпачков не хватает, чтобы по-настоящему взбодриться.",2,0,Предтренировочный комплекс,Спортивное питание,3
"Отличный продукт. То, что я искала. Вкусный, в меру сладкий, в меру густой. Пахнет яблочным соком) Развела с холодной кипяченой водой 250мл на 2ст.л. протеина. Буду пробовать другие вкусы. Покупкой довольна 😊",0,1,Сывороточный протеин,Спортивное питание,5
"То для чего покупал, не работает, а именно измерение давления, оформляю обмен по гарантии",17,1,Смарт-часы,Электроника,1
"карта не рабочая, не сохраняет фото, не форматируется, покупал 2 штуки, пришли в разных пакетах, вторая рабочая",1,0,Карта памяти MicroSD 64GB,Электроника,1
мне не помог в связке с мостром !,0,0,Поддержка цикла SARMs,Спортивное питание,1
"Нам нравится, думаем купить второй в другую комнату. Спасибо.",0,0,Увлажнитель,Бытовая техника,5
"упаковка целая, флешка работает. рекомендую!👍",0,0,Карта памяти,Электроника,5
"Упаковка хорошая. С первого дня заметила увеличние энергии.  мне  подошли видимо по составу,аллергических реакций не появилось!",0,0,Жиросжигатель для похудения,Спортивное питание,5
флеш карта не работает.. ее не видит не одно устройство,1,0,Карта памяти micro SD 128gb,Электроника,1
"Я вообще не понял что это такое) Во время приема данного препарата каких либо изменений в самочувствии,а уж тем более на весах я не заметил",3,0,Жиросжигатель для похудения,Спортивное питание,1
Спасибо мне нравится,0,0,Детский горшок,Товары для детей,5
Аорлодл,2,8,Инсектицид,Сад и огород,5
"Добрый день! Подтекает прокладка из резервуара с водой. Пока её отрегулировала, очень много теряешь времени. Не знаю как на будущее.. В целом работает тихо.",0,0,Увлажнитель воздуха,Бытовая техника,3
отличное.сережки праздничные.камешки сверкают. потом напишу как носится.,7,0,Женские серьги с камнем,Ювелирные изделия,5
все ключи рабочие,0,0,Бесконтактный ключ-брелок RFID,Бытовая электроника,5
полная фигня. не соответствует не одному из заявленных эффектов.,3,0,Жиросжигатель для похудения,Спортивное питание,1
"Банка доехала в целости, жир хороший, спасибо.",0,0,Топленый жир говяжий,Продукты питания,5
"Соответствует описанию.Снижает аппетит,тягу к сладкому.Без диеты - три кг за курс, нормально.Советую к покупке.",1,1,Капсулы для похудения,Здоровье и красота,5
Не пользовалась ещё,0,3,Карта памяти,Электроника,5
Отличный,0,0,Предтренировочный комплекс,Спортивное питание,5
"Внуку понравилось,спасибо за быструю доставку,рекомендую.",0,0,Накладка на унитаз с лесенкой,Товары для детей,5
"Замечательно Отлично,стекло как новое!!!",0,0,Робот мойщик окон,Бытовая техника,5
Простой и эффективный увлажнитель воздуха за доступную цену.,0,0,Увлажнитель воздуха,Бытовая техника,5
"всё работает, не шумный. Работает и от телефона👍",0,0,Увлажнитель воздуха,Бытовая техника,5
мне нравится но я добавляю по чуть- чуть в еду.,1,0,Клетчатка для похудения,Спортивное питание,5
Хорошо работает. Освежает,1,0,Увлажнитель воздуха,Бытовая техника,5
"Товар пришёл быстро, без повреждений. Очень понравился. Ещё не пользовалась. Покупкой довольна, всё согласно описанию. Спасибо.",0,0,Штатив для телефона,Электроника,5
все отлично,0,0,Водонепроницаемая экшн камера 4K,Электроника,5
Со своей задачей справляется,0,0,Робот для мойки окон,Бытовая техника,5
не держит тепло,0,0,Термос,Посуда и кухонные принадлежности,4
"Штатив приехал в целости и сохранности, все отлично супер, качество очень хорошее достойно своих денег. Раскрывается полностью все нормально.  Есть минус неподходящие шнуры отправили для освежающих ламп, показала на фото, Обратите внимание шнур тайп-си, а вход в лампу совсем другой, везёт тем у кого есть такая зарядка дома. Спасибо",1,0,Штатив для телефона,Электроника,4
Порвались после недели использования тапочек.,1,0,Тапочки,Одежда,1
внучке нравится,0,0,Детский горшок,Товары для детей,5
"Очень хорошо бодрит, задает настроение на весь день",0,0,Предтренировочный комплекс,Спортивное питание,5
"Две недели без остановки работает, все отлично. По весне посмотрим: доживет ли",0,0,Увлажнитель воздуха,Бытовая техника,5
хорошие тапки,0,0,Тапочки,Обувь,5
хоршие,0,0,Тапочки,Одежда,5
"огонь, рекомендую",0,0,Худи,Одежда,5
Объем соответствует. За месяц проблем не возникло.,0,0,Карта памяти MicroSD,Электроника,5
"Прислали поношенную пару обуви, с просевшими пятками, внутри вся подкладка в шерсти животных и катышках. Пара даже не была скреплена между собой.",2,0,Тапочки,Одежда,1
"Камера упакована хорошо, комплектация полная.",1,0,Экшн камера 4k,Электроника,5
"Сравнить не с чем, это моя первая сушилка, но равномерно не сушит, с низу прослушивает быстрее, верх хуже, приходиться менять, таймера времени нет, оказывается есть в других сушилках.",0,0,Сушилка для овощей и фруктов,Бытовая техника,5
Посмотрим какой будет урожай,0,0,Цеолит для растений,Товары для сада и огорода,5
"Я довольна покупкой, спасибо ",2,1,Робот для мойки окон,Бытовая техника,5
"Товар привезли б/у, влага внутри прибора. Коробка вся в дырках и рваная, отсутствует бумажная инструкция и полиэтилен пакет в котором должно поставляться прибор.",1,0,Увлажнитель воздуха с Wi-Fi,Бытовая техника,1
симуляция не плохая!,0,0,Увлажнитель воздуха,Бытовая техника,4
Не сильный ,0,0,Предтренировочный комплекс,Спортивное питание,3
краски много,0,0,Худи,Одежда,3
"Вместительный, добротный, функциональный.",0,0,Термос с контейнерами,Посуда и кухонные принадлежности,5
"Я заказала шкаф с тумбой, и долго не могла определиться с выбором. Спасибо всем, кто делится отзывами и видео — это очень помогает. В итоге я осталась довольна покупкой. Качество отличное, а цена приятная. Всё доставили в целости и сохранности, все детали на месте. Сборку провёл профессиональный мастер, поэтому процесс прошёл гладко. Благодарю продавца за качественный товар.",23,0,Шкаф распашной,Мебель,5
всё отлично,0,0,Шнурок для телефона,Аксессуары,5
Хороший,0,0,Керамзит для растений,Товары для дома и сада,5
Помогают отлично. Сила бодрость и стояк как в 20,0,0,Бустер тестостерона,Спортивное питание,5
"Всё пришло вовремя. Отличная карта памяти, всё работает",0,0,Карта памяти,Электроника,5
"Девушке очень понравилось, пар хороший и постоянный",1,0,Отпариватель для одежды,Бытовая техника,5
"Герметично упакованна. На вкус напоминает орешки, не горчит.",1,0,Конопляная мука,Спортивное питание,5
"На вкус как известь, но не мел ( или просто мне не понравился",0,0,Пищевой мел,Продукты питания,5
"спасибо продавцу, упакованы в подарочную коробочку",0,0,Серебряные серьги-каффы,Ювелирные изделия,5
"шкаф классный, подошёл мне по всем параметрам. отдел где штанга правда узкий, но я читала по отзывам, меня это устроило. скорее всего одежду там вешать и не буду.  вопросики к озону по поводу доставки до подьезда и не верного адреса. надеюсь поддержка ответит. к магазину и шкафу претензий нет, все супер, спасибо",1,0,Двустворчатый шкаф,Мебель,5
"Таблетки пришли даже раньше чем было заявлено, все хорошо упаковано. Ещё не пробовала, как пропью дополню отзыв. Пока все норм. Перевода в инструкции нет, прилагаю свой, сделанный через интернет.",0,0,Капсулы для похудения,Спортивное питание,5
"Ну не знаю... Возможно, препарат действует на всех по-разному, но лично я не увидел описанного эффекта. Может и ощущается какой-то прилив энергии, но похож он больше на плацебо, какое-то самовнушение в ожидании обещанного. Насчёт повышения выносливости тоже спорный вопрос. Скорее наоборот, во время тренировки усилилась одышка. Но эффект есть, хоть и совершенно другой - я хронический кофеман, меньше 6-7 чашек в день не бывает. Начал принимать теакрин, и абсолютно исчезла тяга к кофе. Ограничиваюсь одной чашкой с утра, да и то только потому, что капсулу принимаю уже после. В этом тоже свой плюс, поэтому ставлю 4 звезды.",0,1,Теакрин,Спортивное питание,4
"Приятная красивая камера, легкая и компактная, качество видео очень хорошее",0,0,Экшн камера 4k,Электроника,5
только на еду,0,0,Цинк,Здоровье и красота,4
Мне не понравилась мука… Печь я не люблю. А кипяченной водой просто не заваривается.,0,0,Мука из семян конопли,Продукты питания,3
"на вид нормально,сеть не стабильная, два метра от роутера и постоянно перезагрузка или потеря сети, стабильно только без включения программ. доставки нет,только  самовывоз, возврат только через почту за свой счёт, а деньги ещё не вернули, хотя возврат уже забрали. походу кидалово.",0,0,WiFi адаптер USB,Электроника,1
"Отличный кртридер. Передача 18-21 kB/s. Компактный , удобный. Советую к покупке.",0,0,Переходник Type-C,Электроника,5
"Замечательный пенал . Легко собирать. Хорошо моется. Доставка быстрая, товар хорошо упакован. Рекомендую.",0,0,Шкаф пенал,Мебель,5
Пришли раньше на 2 дня.Спасибо!!!,0,0,Серебряные серьги-каффы,Ювелирные изделия,5
"Рабочий,мягкий. Вкус ужасен,но это не критично,когда пьешь его 1-2раза в неделю. Срок годности до 03.25 то есть мне за 3 месяца надо его использовать, что практически не реально. В остальном претензий нет, для рынка предтренов это хорошее решение",0,0,Предтренировочный комплекс,Спортивное питание,4
норм,0,0,Бустер тестостерона,Спортивное питание,5
"Аккумулятор хорошо упакован. Идентичен старому, заказанному в другом месте, но здесь обошелся дешевле. Идеально подошел к роутеру. Работает нормально. Надеюсь, прослужит долго.",0,0,Аккумулятор для модема,Аксессуары для телефонов и гаджетов,5
отвратительный   Мел   пиленый  набор   с  запахом   и   вкусом   мыла   и   стирального   порошка.   деньги   на   ветер.   верните   мне   деньги  за   покупку.,0,0,Пиленый мел,Товары для творчества,1
"Понравился аппарат. Но нужно научиться им управлять и знать подводные камни. Сначала хотела сдать, разочаровавшись,  думала, что удобнее от зарядки, а не от сети. На самом деле от сети и нужно. Т.к. в случае если бы зарядка кончилась, когда он остановился бы снаружи далеко, его невозможно было бы снять. 3 раза он упал в процессе работы. Хорошо, что внутрь. Чтобы не было такого, надо крепко закрепить диски с тряпками, попав в пазы. Другая причина - слишком быстро начала управление, не дождавшись, пока он крепко присосется. В целом, если разобраться с пультом, работа не долгая. Я сначала всю пыль с окон убираю тряпкой на палке и дальше пускаю робота как полировщика без использования воды в распылителе. Недостатком считаю то, что середина корпуса широкая, и при захвате одной рукой снаружи окна, особенно левой, нужно сильно хватать, чтобы не выронить. Для женской руки широковато. Если бы было заужение или ручка, было бы проще.",2,0,Робот мойщик окон,Бытовая техника,5
"Не знаю как он действует на другие части организиа, но это единственный магний, после которого нервная система в полном спокойствии. Только пить сложнее немного",1,0,Магний,Здоровье и красота,5
"Простая в управлении, за свои деньги камера отличная",0,0,Экшн камера 4k,Электроника,5
пустые,0,0,Ключ для домофона,Электроника,1
"Хороший эпилятор за такие деньги. Пришел заряженный, со своей работой справляется",0,0,Эпилятор,Бытовая техника,5
"Отличный домик для леса, для песчанного пляжа, сильно нагревается на солнце, жарко даже при ветре и колышки для песка надо сантиметров по 30-40. Ставить одному тяжело, лучше в двоем.",0,0,Туристическая палатка,Туризм и отдых,5
"Очень хотела и очень ждала лоставки. Пришло на неделю раньше положенного срока. Звезду сняла за дырки в сумке-чехле. Не критично, но не приятно покупать вещь, а дома обнаружить брак. Не значительный, но всё же брак",0,0,Туристическая палатка,Туризм и отдых,4
"Подарил своей девочке на 14 февраля, теперь ее хватает на 2 часа наших утех, появилась некая выносливость. Спасибо рекфулу за долгий и проникновенный, ну вы поняли.",2,2,Предтренировочный комплекс для женщин,Спортивное питание,5
👍,0,1,Дубликатор ключей и карт,Электроника,5
"Не работает,судя по плёнке на дисплее уже был в использовании/проверке.Очень разочарована,что прислали бракованный товар",1,0,Увлажнитель воздуха,Бытовая техника,1
очень тонкая подошва,1,0,Тапочки,Одежда,4
"После принятия, стала жесткое запирание кишечника, интоксикация. Стал чаще промывать (кишечник). Сейчас делаю перерыв, по системе 2 недели приема, 2 перерыв.",1,0,Пищевая глина,Здоровье и красота,5
"теплые ,комфортные,безшумные",2,0,Тапочки,Обувь,5
мы влюбились в этот гошок,0,0,Детский горшок,Товары для детей,5
Буду брать ещё!,2,1,Предтренировочный комплекс,Спортивное питание,5
"покупал для себя ,качество сьемки все устраивает,крепления все в наборе",0,0,Экшен камера,Электроника,5
"Роботом довольны. Есть конечно недочёты мелкие - уголки не промывает из-за своей формы и в самый верх балконного окна не хватает сил доползти если провод на полу лежит. Но на уголки не обращаю внимания - в любом случае это лучше чем вообще не мытые окна (вручную снаружи мыть французское остекление на 8 этаже то ещё испытание на безумность) , а вторая проблема решается просто - подвешиваю провод на ручку окна и всё становится хорошо. К стеклу крепится очень хорошо, управление понятное. Ну а кому не хватает чтобы робот ещё и сам брызгал средство на стекло - покупайте более дорогие модели. Этот за свою цену делает все что от него требуется",4,0,Робот мойщик окон,Бытовая техника,5
течёт,2,0,Увлажнитель воздуха,Бытовая техника,1
"Увлажнитель супер, отключается когда нет воды. Единственное - не подключить к приложению",0,0,Ультразвуковой увлажнитель воздуха,Бытовая техника,5
всё хорошо спасибо,0,0,Карта памяти MicroSD 64GB,Электроника,5
"Из 30 браслетов 9 шт не реагируют на запись, как будто пустышки, без внутреннего чипа. Очень грустно, не зря же заказали именно 30 браслетоа😭",0,0,RFID браслет,Электроника,1
На баночке нет ничего на русском.  Проверить как товар?   Первый раз с таким встречаюсь. Надеюсь оригинал.,0,1,Экстракт листьев оливы,Здоровье и красота,3
Карты 🔥🔥🔥 работают,0,0,Карты доступа Mifare 1k RFID NFC,Электроника,5
Все прекрасно🫶С 85 ДО 79 ЗА 32 ДНЯ ПОХУДЕЛА !! Препарат помог в том что кушать не особо хотелось аппетиту не было и поэтому начала быстро скидывать,13,2,Жиросжигатель для похудения,Спортивное питание,5
"100% брак! При переносе данных зависла на 4.5%. Постоянно требует форматирование, после которого телефон её не видит. НЕ СОВЕТУЮ БРАТЬ ДАННЫЙ ТОВАР!!!🚫",3,0,Карта памяти micro SD,Электроника,1
"Классный робот,спасибо",0,1,Робот для мойки окон,Бытовая техника,5
1 день отработал. Полет нормальный. В идеальной тишине слышно как жужжит. Влажность поднял с 40 до 55 за пару часов. К Алисе подключил за 10 минут Цена приятно удивила,3,0,Увлажнитель воздуха с Wi-Fi,Бытовая техника,5
"Мой первый отпариватель, хороший. В инструкции оказалось что горизонтального отпаривания нет, только глажка. Хотела сдавать но оставила. Легкие ткани быстро отпариваются, тяжелые типа джинс даже не стала пробовать. Утюг все таки лучше и быстрее думаю. Тяжеловат, рука устает",2,0,Отпариватель,Бытовая техника,5
сломался через 2 недели использования.,2,0,Робот мойщик окон,Бытовая техника,1
Пришла хорошо упакована,0,1,Карта памяти microSDXC 128GB,Электроника,5
"Часы просто находка, классные съёмные ремешки с надёжной застежкой, выглядят дорого. Пришли в красивой коробке, можно и подарить такие на новый год.",1,0,Женские смарт часы,Электроника,5
"Пушка! Бодрит,настроение дает ,штырит долго 💪напоминает старый 🙂",1,0,Предтренировочный комплекс,Спортивное питание,5
нормально,0,0,Эспандер кистевой,Спортивные товары,4
Работает данные перекидывает нормально,0,0,Переходник Type-C,Электроника,5
соответствует описанию  работает хорошая штука,1,0,Увлажнитель воздуха,Бытовая техника,5
Здорово,0,0,Увлажнитель,Бытовая техника,5
Класс едет и вперёд и назад переключается скорость небешенная спокойная,0,0,Детский поезд,Игрушки,5
Все отлично спасибо,0,1,Смарт-часы,Электроника,5
"Отличный мел, действительно ассорти, попадались кусочки разного вкуса и твёрдости, очень понравился мел 👌",0,0,Пиленый мел,Товары для творчества,5
Ни одно устройство не признало  карту работоспособной - грядёт возврат..,0,0,Карта памяти micro SD 64gb,Электроника,1
После открытия упаковки был обнаружен шкаф в абсолютно непотребном виде. Весь в царапинах и сколах. Подробности - на видео. Прошу оформить возврат.,3,0,Шкаф пенал,Мебель,1
товар супер и всё понравилось.... продавец молодец...большое спасибо...,0,0,Увлажнитель воздуха с Wi-Fi,Бытовая техника,5
Работает отлично,0,4,RFID-считыватель,Электроника,5
"доставлен очень быстро, работает",0,0,Увлажнитель воздуха ультразвуковой,Бытовая техника,5
"Беру второй раз. Отличная вещь. Даёт стабильную физическую и умственную энергию на несколько часов, без невротического движняка и резкого отката. Эффект чем-то похож на кофеин с теанином, но выраженнее. Годится как для тренировок, так и для мозгоштурма. Побочек мой гастритный ЖКТ не выявил, голова тоже не болит. Рекомендую 100%.",5,0,Теакрин,Спортивное питание,5
"все хорошо упаковано ,герметично , спасибо ,ещё не пекла и позже дополню отзыв , благодарю за подарочки",0,0,Мука из семян конопли,Продукты питания,5
"Тоже. съедобный, ну прилипает к зубам",0,0,Пищевой мел,Сладости,5
"Хоооший товар , ребенку очень понравилось",0,0,Железная дорога с электропоездом,Игрушки,5
"Всё отлично, спасибо! Уже минус 4 кг за 2 недели!",2,0,Капсулы для похудения,Здоровье и красота,5
"Мне важны : увлажнение в квартире, потому что зимой очень сухой воздух. Плюс кошка и собака, и я бьемся током. Теперь проблемы решаются за счет увлажнителя. Надеюсь, и шерсти станет меньше.  Дополню по прошествии времени.",0,0,Увлажнитель воздуха с ароматизатором,Бытовая техника,5
"Очень бодрит,давления не поднимается,голова не болит буду покупать еще",0,0,Предтренировочный комплекс для женщин,Спортивное питание,5
Сломался через три дня,1,0,Ультразвуковой увлажнитель воздуха,Бытовая техника,1
Хороший дубликатор ключей,0,0,Дубликатор ключей и карт,Электроника,5
"Из всех карт , что покупал здесь . эта работает без проблем .Брал на регистратор. Отличный товар. Претензий нет. Все остальное просто не работало лично у меня. Не на одном регистраторе.",1,0,Карта памяти micro SD,Электроника,5
Не действует.,2,1,Капсулы для похудения,Здоровье и красота,1
Рекомендую к покупке,2,0,Туристическая палатка 2-местная,Туризм и отдых,5
"В работе полгода,отлично работает собрал муж легко",1,0,Распашной шкаф,Мебель,5
Пришло в мятой коробке. Сам штатив и детали к нему упакованы в отдельные пакетики. Всё целое. Лампочки работают. К телефону подключили сразу без проблем. На первый взгляд все работает. Позже дополню.,2,0,Штатив для телефона,Электроника,5
"Очень качественный увлажнитель, поставила в спальню, хорошо увлажняет, работает бесшумно. Рекомендую!",0,0,Увлажнитель воздуха с ароматизатором,Товары для дома,5
рекомендую,0,0,Женские серьги с камнем,Ювелирные изделия,5
класс,0,1,Протеин для похудения,Спортивное питание,5
Здравствуйте.Классный.Все что надо от него все работает.Увлажняет. Рекомендую.,0,1,Увлажнитель воздуха,Бытовая техника,5
Работает отлично!,0,0,Средство от сорняков,Товары для сада и огорода,5
"Вместо цеолита камешками пришел песок серого цвета. Как его добавлять в грунт для растений, ума не приложу((( Структура данного ""цеолита"" совершенно противоположна сути нормального, а именно, камешки впитывают воду, разрыхляя грунт, затем медленно отдают потом воду с минералами. Здесь же все превратится в глину при намокании... Не советую к покупке.",9,0,Цеолит для растений,Товары для сада и огорода,1
"У меня полное недоумение от камеры, выбирала по отзывам, но если это хорошее качество съемки, то мне сказать больше нечего, мой кнопочный телефон снимал более четкие видео, лет 15 назад) При включении режима Wifi картинка замирает и вернуть ее обратно не получается, камера виснет, приходится ее выключать и включать заново. Видео снимается без звука. Конечно может быть это я не разобралась до конца как с ней работать, но честно скажу, что сняв пару видео, даже не было желания разбираться дальше. Продавец обещал перезвонить, но два дня я прождала, никто не перезвонил, а у меня телефона продавца нет. У меня вообще ощущение сейчас, что отзывы ставят не камере, а продавцу, он действительно изначально вышел на связь, отвечал на вопросы, но качество съемки даже от звонка не изменилось бы, теперь я это понимаю, поэтому камеру вернула, ее без проблем приняли обратно и вернули деньги, за это Озону большое спасибо.",3,0,Водонепроницаемая экшн-камера 4k,Электроника,1
Доставили быстро.Товар соответствует заявленному.Рекомендую.Брали для диктофона.,1,0,Флеш карта microSDHC 64 ГБ,Электроника,5
хороший. простой . качественный.,0,0,Увлажнитель воздуха,Бытовая техника,5
"пришел быстро, 5часов держит горячий суп, насколько хватит время покажет",0,0,Вакуумный термос,Посуда и кухня,5
"Пришел хорошо упакованный, целый. Отличный увлажнитель за свои деньги, работал всю ночь, на утро ясная голова и хорошее самочувствие)",0,0,Настольный увлажнитель воздуха,Бытовая техника,5
Не переключается температура включила стоит на 40 градусов не + не- не переключает,1,0,Дегидратор для овощей и фруктов,Бытовая техника,3
"Симпатичный, проработал около недели и поломался, воду не испаряет,не увложняет, выбросили на помойку.",2,2,Увлажнитель воздуха с аромадиффузором,Товары для дома,1
Нормально работает,0,0,Предтренировочный комплекс,Спортивное питание,5
"некачественный пластик (Фото прилагаю)  работает тихо, ночью не мешает",0,0,Увлажнитель воздуха,Бытовая техника,3
